index,mean energies,mean magnetisations
581,-199.442,-0.000137694
582,-199.443,-0.000137457
583,-199.444,-0.000137221
584,-199.445,-0.000136986
585,-199.446,-0.000136752
586,-199.447,-0.000136519
587,-199.448,-0.000136286
588,-199.449,-0.000136054
589,-199.45,-0.000135823
590,-199.451,-0.000135593
591,-199.452,-0.000135364
592,-199.453,-0.000135135
593,-199.454,-0.000134907
594,-199.455,-0.00013468
595,-199.455,-0.000134454
596,-199.456,-0.000134228
597,-199.457,-0.000134003
598,-199.458,-0.000133779
599,-199.459,-0.000133556
600,-199.46,-0.000133333
601,-199.461,-0.000133111
602,-199.462,-0.00013289
603,-199.463,-0.00013267
604,-199.464,-0.00013245
605,-199.464,-0.000132231
606,-199.465,-0.000132013
607,-199.466,-0.000131796
608,-199.467,-0.000131579
609,-199.468,-0.000131363
610,-199.469,-0.000131148
611,-199.47,-0.000130933
612,-199.471,-0.000130719
613,-199.471,-0.000130506
614,-199.472,-0.000130293
615,-199.473,-0.000130081
616,-199.474,-0.00012987
617,-199.475,-0.00012966
618,-199.476,-0.00012945
619,-199.477,-0.000129241
620,-199.477,-0.000129032
621,-199.478,-0.000128824
622,-199.479,-0.000128617
623,-199.48,-0.000128411
624,-199.481,-0.000128205
625,-199.482,-0.000128
626,-199.482,-0.000127796
627,-199.483,-0.000127592
628,-199.484,-0.000127389
629,-199.485,-0.000127186
630,-199.486,-0.000126984
631,-199.487,-0.000126783
632,-199.487,-0.000126582
633,-199.488,-0.000126382
634,-199.489,-0.000126183
635,-199.49,-0.000125984
636,-199.491,-0.000125786
637,-199.491,-0.000125589
638,-199.492,-0.000125392
639,-199.493,-0.000125196
640,-199.494,-0.000125
641,-199.495,-0.000124805
642,-199.495,-0.000124611
643,-199.496,-0.000124417
644,-199.497,-0.000124224
645,-199.498,-0.000124031
646,-199.498,-0.000123839
647,-199.499,-0.000123648
648,-199.5,-0.000123457
649,-199.501,-0.000123267
650,-199.502,-0.000123077
651,-199.502,-0.000122888
652,-199.503,-0.000122699
653,-199.504,-0.000122511
654,-199.505,-0.000122324
655,-199.505,-0.000122137
656,-199.506,-0.000121951
657,-199.507,-0.000121766
658,-199.508,-0.000121581
659,-199.508,-0.000121396
