sigma,mean,meanErr
2.874713646280507,352.0025775114739,1.3034379645674223
1.368035360745821,358.4731754523883,0.06992819794920886
1.992507755899172,362.15495459686207,0.13681319660766988
29.171925599002254,-0.09745291402404244,12194.640974346328
0.8848503670247616,371.97303234964204,0.06733810901241422
0.8764212145966502,375.902299702124,0.046919983305049554
1.332873902177791,380.0480860081593,0.08771228575542506
1.4959906232600495,384.92510457666526,0.12243478424005001
0.9514957592193559,390.49258848215095,0.07712872526813262
0.8493093894084872,394.2112070272465,0.05189873417955213
0.9805770004427292,398.89206852359445,0.06615069189737502
1.2375932427543812,404.2163317132309,0.09714403457743681
1.146385859532853,410.40735324131987,0.07643576043732853
0.9233015092302653,413.97994697415254,0.07183951449028161
0.7997807195177569,418.7439194479486,0.04223628039939711
0.8615401869474886,424.6357286440167,0.04534740200708223
0.9121655493460941,431.40180063398884,0.04499645700216994
1.0660798650758676,439.1539341827323,0.028920585134990042
0.8813364115541024,445.9833980192819,0.04388882315087731
0.9088618470884248,453.28646779461315,0.04611411512400164
0.9315572715672779,461.60952844825687,0.04774103432739882
1.7484995268731556,469.8833253912553,0.1259848502167725
1.036390311264089,476.37971829438726,0.05597503062161985
1.0292951100774173,485.42402761491553,0.07151217549044503
1.1740631705828528,495.6722944138992,0.06308841172791853
1.2387162526934115,501.37032155909276,0.07073498845903307
2.226893569480517,507.88953122077817,0.18640658344631725
1.5254053669871392,510.5865419633545,0.10137405334383709
1.8700471448285707,521.9714420260805,0.10178021722131134
1.9007441915904306,535.1534901374705,0.1077045658739571
3.253925191447283,543.9440994277257,0.18311508195356713
4.77926556143679,547.6826398367306,0.3144685741827245
2.818664329687438,555.1010199398454,0.057952664919933304
2.36019260104337,578.5426728493388,0.09032938349922921
2.156098605688547,583.1022255087381,0.10140694409753452
2.0724390048586834,588.0698226670332,0.13698010412169273
1.9915283987872872,593.135799936525,0.11076498909535383
1.9915029711760959,598.5460803368696,0.13236289489204872
2.0168994424859057,603.9531534691197,0.10549947737658184
1.84542070246544,609.4438007248472,0.10787006014229905
1.996606308914084,615.2670384527554,0.10638413653339296
2.4165835990271898,620.7583277069908,0.12239589479941063
2.665648258699168,627.159923926621,0.13506146959907295
2.7709034323928576,634.1914812484328,0.12650640783864417
2.7103509056241992,641.3291155279912,0.12729789631473845
2.449375876403395,648.7481447040129,0.1378860895181898
1.8964086428117846,656.6250078486887,0.07085060550556806
2.0273648266673088,664.4173602350742,0.08927789140281049
2.8063932652801005,672.0683687814603,0.17293012166592622
2.4956317734535767,680.4053554624961,0.1502751517577828
3.546191885964036,688.7121808565176,0.24189401729074728
4.317758746411636,717.8026816507258,0.15809387250748747
3.895174376495829,728.9155520873765,0.14231675384402107
4.3877497468788205,739.8092974785943,0.19300331127589468
4.0900929336162,751.1510936311972,0.16691764375094717
4.010425920055003,763.669539809863,0.18403958794454173
4.223780412618342,776.2264006770849,0.244178448162536
2.6649369806167016,787.327432011529,0.051350148264413184
3.6758284756451762,804.7171141977727,0.0966830489538309
4.770905139274531,853.1148071671113,0.839799281190052
3.5033148178371856,869.2585339448284,0.2046923597035267
3.440335687875504,871.7045701653108,0.4416841608242858
3.099772582522437,887.5963701738783,0.1592157980005028
4.003553861618302,890.2590680960128,0.8001514711104789
