sigma,sigmaErr,mean,meanErr,tomeanErr
0.14205511052781764,0.007263147038088421,313.4459195703241,0.006920923029661429,0.14222360423872327
0.1395152903908437,0.006941884356189153,314.0454491502321,0.006681314324329967,0.13967518109507482
0.1428697415729288,0.007264578888824593,335.0731386135787,0.006888717026495446,0.14303572099089998
0.16597030559636775,0.007812605226021306,365.9345933071416,0.006697499389437645,0.1661053847345811
0.16442973650110967,0.005068016516404673,367.2276768727317,0.004377526310185653,0.1644879964691063
0.1693432429980025,0.005149382281091605,405.4487698589539,0.004212510267339636,0.16939562919931836
0.17858455062212006,0.0065720089621343885,408.5592052339678,0.005157410937096856,0.17865900651374575
0.15797789868163312,0.006211151956195705,436.54231395970623,0.005113139796429016,0.1580606234026747
