sigma,mean,meanErr
0.16758875868439083,314.0487795735686,0.008382806604495512
0.18691719192413303,365.95061028202406,0.009436137219382043
0.16442973650110967,367.2276768727317,0.004377526310185653
0.1661090921598185,405.45632339289784,0.0030780278529372756
0.15907869478145575,408.5680940679978,0.008411774211998641
0.16059126957747685,436.5493560842597,0.002151981060473247
