sigma,sigmaErr,mean,meanErr,tomeanErr
0.6082383364568947,0.051989902439472505,370.2624126256292,0.05176572304812333,0.6104371908874374
0.47393013219001995,0.0113165259865835,409.76611508169776,0.011311176235474231,0.4740650935319745
0.6759658039297068,0.057094770713494995,412.8756258908056,0.055762754341342945,0.6782619352831676
0.5878094861091316,0.015472291655966973,440.8838998501115,0.015402409784146646,0.5880112466501302
0.8549874914056198,0.09980421159589986,550.5008243107318,0.0880318963550583,0.8595075480971314
0.739245568892027,0.10566618653917086,581.1277647785344,0.09742830541712628,0.7456381735285215
0.9588568241801121,0.1344403342929711,582.8737169733007,0.10960096630854095,0.9651003994883312
0.9947987717986696,0.0559232839282416,766.6332527244607,0.042744830183458996,0.9957166850462807
1.0235000170449555,0.03962294594874864,814.2881221563058,0.028183793619854645,1.0238879875815667
