340.277	-65.7322
340.654	-65.7322
341.032	-65.7322
341.409	-120.5874
341.786	-118.4029
342.163	-113.4271
342.54	-109.4222
342.917	-99.4706
343.293	-82.3587
343.67	-79.446
344.047	-56.9942
344.424	-50.6834
344.8	-22.7704
345.177	-9.542
345.554	34.9975
345.93	50.0463
346.307	55.7503
346.683	96.4062
347.06	105.9938
347.436	133.6641
347.813	147.2565
348.189	166.1889
348.565	180.8736
348.941	195.3155
349.318	244.3454
349.694	257.6951
350.07	280.8751
350.446	289.9772
350.822	299.4434
351.198	337.7935
351.574	319.3466
351.95	321.8952
352.326	325.6574
352.702	344.9538
353.078	344.4683
353.453	346.4101
353.829	343.6188
354.205	353.085
354.581	355.5122
354.956	361.823
355.332	371.1678
355.707	372.7455
356.083	366.5561
356.458	359.6385
356.834	375.0513
357.209	367.1629
357.584	372.9882
357.96	374.3232
358.335	382.8185
358.71	369.5901
359.085	368.8619
359.46	371.6532
359.835	369.1046
360.211	380.1485
360.586	358.9103
360.96	357.0899
361.335	383.9107
361.71	391.5565
362.085	405.8771
362.46	410.4888
362.835	419.4695
363.209	437.795
363.584	416.3141
363.959	451.8729
364.333	460.7323
364.708	482.3346
365.082	481.121
365.457	478.9365
365.831	490.4658
366.206	523.9614
366.58	528.9372
366.954	568.865
367.329	597.1422
367.703	652.6042
368.077	731.2462
368.451	869.2338
368.825	1198.3651
369.2	3056.161
369.574	14860.2281
369.948	27681.7868
370.321	30287.0458
370.695	19227.7718
371.069	11238.2058
371.443	7227.3424
371.817	4630.336
372.191	2127.0203
372.564	1258.5602
372.938	888.5302
373.312	703.2118
373.685	627.1184
374.059	582.3361
374.432	563.4038
374.806	520.0779
375.179	514.4953
375.553	466.5576
375.926	464.8586
376.299	439.2514
376.672	427.8434
377.046	400.2945
377.419	403.2071
377.792	406.7266
378.165	391.1924
378.538	397.3818
378.911	392.406
379.284	374.8086
379.657	377.4786
380.03	368.2551
380.403	379.1776
380.776	387.0661
381.148	358.9103
381.521	374.4445
381.894	372.3814
382.266	378.9349
382.639	363.522
383.012	361.0948
383.384	361.7016
383.757	380.0271
384.129	388.6438
384.501	379.0563
384.874	377.4786
385.246	370.8037
385.618	362.1871
385.991	367.1629
386.363	393.4982
386.735	368.6192
387.107	376.3863
387.479	379.4203
387.851	380.2699
388.223	383.5466
388.595	366.4347
388.967	375.2941
389.339	382.0903
389.711	380.3912
390.083	361.2162
390.454	377.7213
390.826	379.299
391.198	368.0124
391.569	388.7651
391.941	395.8041
392.312	374.8086
392.684	379.6631
393.055	399.3236
393.427	377.2358
393.798	385.4884
394.169	385.9738
394.541	393.4982
394.912	424.8094
395.283	486.5822
395.654	516.1943
396.026	483.1841
396.397	426.7512
396.768	390.8283
397.139	413.4015
397.51	385.1243
397.881	393.4982
398.251	388.2797
398.622	406.9693
398.993	411.7024
399.364	393.3769
399.735	397.1391
400.105	415.4646
400.476	406.2411
400.846	404.9062
401.217	408.3043
401.587	410.6101
401.958	486.8249
402.328	536.583
402.699	603.817
403.069	685.3717
403.439	733.0666
403.81	705.1536
404.18	614.1327
404.55	582.5788
404.92	598.5985
405.29	601.7539
405.66	587.4333
406.03	609.3996
406.4	616.56
406.77	657.7014
407.14	717.6538
407.51	806.9755
407.88	956.3711
408.25	1288.1723
408.619	3017.2041
408.989	19558.7235
409.359	56681.5097
409.728	63248.2381
410.098	60012.3868
410.467	25915.4972
410.837	7701.743
411.206	3152.1576
411.576	1747.4028
411.945	1855.1715
412.314	4351.8122
412.683	7568.2458
413.053	7616.5475
413.422	4638.5885
413.791	1852.6229
414.16	970.9344
414.529	708.673
414.898	602.7248
415.267	559.3989
415.636	527.9663
416.005	526.0246
416.374	499.3251
416.743	487.3104
417.111	488.6453
417.48	451.8729
417.849	463.5236
418.217	475.5383
418.586	452.3584
418.955	465.7081
419.323	443.2563
419.692	460.3682
420.06	434.0328
420.428	451.5088
420.797	484.2763
421.165	459.0332
421.533	456.606
421.902	473.2325
422.27	433.7901
422.638	447.0185
423.006	439.3727
423.374	435.9746
423.742	444.7126
424.11	469.1062
424.478	483.0627
424.846	505.1505
425.214	522.9905
425.582	499.0824
425.949	492.6503
426.317	489.9803
426.685	483.6695
427.052	471.5334
427.42	461.3391
427.788	469.5916
428.155	468.9848
428.523	468.378
428.89	472.8684
429.257	488.524
429.625	502.6019
429.992	505.6359
430.359	526.3886
430.726	520.1992
431.094	541.8015
431.461	533.913
431.828	550.5395
432.195	563.4038
432.562	581.4866
432.929	579.3021
433.296	679.7891
433.663	890.2293
434.03	1016.0807
434.396	981.0074
434.763	827.7283
435.13	792.6549
435.497	806.2474
435.863	940.4728
436.23	1034.0422
436.596	1086.8343
436.963	1076.2758
437.329	1072.3923
437.696	1125.1844
438.062	1368.1493
438.428	1754.8058
438.795	2456.1517
439.161	3459.2013
439.527	7118.4815
439.893	41172.1665
440.26	63248.2381
440.626	63248.2381
440.992	63248.2381
441.358	63248.2381
441.724	62435.8468
442.09	16869.9681
442.455	6002.202
442.821	2928.9746
443.187	1979.2025
443.553	1531.7441
443.919	1293.2695
444.284	1141.3254
444.65	1031.979
445.015	956.8565
445.381	864.0153
445.746	820.8107
446.112	765.5914
446.477	729.6685
446.843	678.9396
447.208	665.4685
447.573	605.0306
447.939	580.3943
448.304	579.5448
448.669	544.1074
449.034	561.9475
449.399	534.0344
449.764	526.3886
450.129	501.8737
450.494	491.3153
450.859	493.9852
451.224	470.0771
451.589	475.9024
451.953	464.4945
452.318	486.8249
452.683	476.1451
453.048	463.0381
453.412	449.3243
453.777	428.5716
454.141	450.6593
454.506	443.9845
454.87	431.3629
455.235	434.2756
455.599	439.8582
455.963	440.7077
456.328	434.8824
456.692	428.3289
457.056	426.3871
457.42	431.3629
457.784	429.2998
458.148	416.5568
458.512	416.6782
458.876	433.062
459.24	443.1349
459.604	438.8873
459.968	445.4408
460.332	443.6204
460.695	430.5134
461.059	441.1931
461.423	426.2657
461.787	414.7364
462.15	405.7557
462.514	415.4646
462.877	418.9841
463.241	414.3723
463.604	412.5519
463.967	420.6831
464.331	423.1103
464.694	415.3432
465.057	414.9791
465.421	390.3428
465.784	404.7848
466.147	417.285
466.51	416.0714
466.873	420.9258
467.236	401.7508
467.599	417.285
467.962	432.2124
468.325	404.7848
468.688	408.7897
469.05	427.2366
469.413	401.7508
469.776	402.1149
470.138	413.7655
470.501	409.0325
470.864	408.3043
471.226	402.2362
471.589	396.2895
471.951	421.7754
472.313	414.0083
472.676	408.3043
473.038	431.3629
473.4	420.319
473.763	405.8771
474.125	406.1198
474.487	417.1636
474.849	411.4597
475.211	412.3092
475.573	426.8725
475.935	412.4306
476.297	412.4306
476.659	411.581
477.021	403.9353
477.383	402.9644
477.744	407.5761
478.106	418.2559
478.468	405.7557
478.829	421.8967
479.191	420.9258
479.552	385.4884
479.914	416.3141
480.275	403.9353
480.637	411.9451
480.998	412.4306
481.36	414.0083
481.721	416.9209
482.082	404.2994
482.443	412.5519
482.804	412.7946
483.166	415.1005
483.527	401.3867
483.888	403.3285
484.249	409.7606
484.61	401.3867
484.97	409.3965
485.331	415.2219
485.692	424.0812
486.053	425.6589
486.414	411.9451
486.774	430.5134
487.135	410.6101
487.496	407.3334
487.856	408.6684
488.217	414.4937
488.577	429.7852
488.938	427.358
489.298	423.8385
489.658	416.7996
490.019	412.916
490.379	414.9791
490.739	426.6298
491.099	415.586
491.459	406.7266
491.819	430.0279
492.179	433.426
492.539	425.9016
492.899	434.1542
493.259	447.3826
493.619	443.7417
493.979	427.358
494.339	428.9357
494.698	422.6249
495.058	457.2128
495.418	678.3328
495.777	895.8119
496.137	1053.824
496.497	976.517
496.856	868.3843
497.215	742.2901
497.575	623.5989
497.934	521.8983
498.293	470.1985
498.653	440.8291
499.012	447.2612
499.371	446.2903
499.73	444.5913
500.089	471.6548
500.448	489.2521
500.807	484.8831
501.166	482.82
501.525	455.8778
501.884	452.6011
502.243	442.164
502.602	443.8631
502.96	431.2415
503.319	436.2173
503.678	440.5863
504.036	444.1058
504.395	427.7221
504.754	441.6786
505.112	426.2657
505.47	450.1739
505.829	441.5572
506.187	428.5716
506.546	421.5326
506.904	428.4502
507.262	447.3826
507.62	444.2272
507.978	435.2465
508.336	434.6396
508.694	442.4068
509.052	441.9213
509.41	428.9357
509.768	441.9213
510.126	416.5568
510.484	439.13
510.842	430.7561
511.2	434.5183
511.557	436.7028
511.915	421.5326
512.273	438.2805
512.63	445.4408
512.988	446.4117
513.345	443.7417
513.703	428.2075
514.06	451.0234
514.417	408.6684
514.775	436.5814
515.132	444.2272
515.489	450.2952
515.846	465.2226
516.203	443.499
516.56	449.3243
516.918	443.2563
517.275	451.2661
517.632	450.902
517.988	451.5088
518.345	451.8729
518.702	459.64
519.059	450.6593
519.416	456.2419
519.772	464.009
520.129	477.9656
520.486	468.8635
520.842	460.7323
521.199	454.1788
521.555	455.271
521.912	459.8828
522.268	470.1985
522.624	473.3538
522.981	486.0968
523.337	466.5576
523.693	482.6986
524.049	500.9028
524.405	473.9606
524.762	476.2665
525.118	478.5724
525.474	485.9754
525.829	509.8835
526.185	499.3251
526.541	500.1746
526.897	504.665
527.253	511.0971
527.609	505.0291
527.964	501.9951
528.32	529.3013
528.676	503.4514
529.031	531.7285
529.387	521.5342
529.742	537.6752
530.098	545.0783
530.453	563.6465
530.808	577.8458
531.164	595.5645
531.519	601.7539
531.874	609.8851
532.229	647.6284
532.584	625.7834
532.939	628.8174
533.294	630.3951
533.649	633.7932
534.004	616.56
534.359	634.036
534.714	647.143
535.069	640.8322
535.424	626.6329
535.778	651.3906
536.133	663.5267
536.488	665.5898
536.842	706.3672
537.197	802.8493
537.551	868.8697
537.906	865.4716
538.26	843.748
538.615	840.8353
538.969	851.6364
539.323	858.6754
539.677	853.8209
540.032	893.7487
540.386	881.9767
540.74	889.2584
541.094	899.21
541.448	913.5306
541.802	935.2542
542.156	976.3956
542.51	972.9975
542.864	987.5609
543.217	1019.2361
543.571	1030.4013
543.925	1082.1012
544.278	1268.2691
544.632	2008.5719
544.986	2334.1838
545.339	2307.363
545.693	1834.2973
546.046	1708.5672
546.4	1760.2671
546.753	1797.7676
547.106	1883.57
547.459	2000.3193
547.813	2248.3815
548.166	2638.3147
548.519	3388.8118
548.872	5255.2243
549.225	29446.7414
549.578	63248.2381
549.931	63248.2381
550.284	63248.2381
550.637	63248.2381
550.99	63248.2381
551.343	63248.2381
551.695	63248.2381
552.048	59349.8765
552.401	31026.3776
552.753	12480.8222
553.106	6020.4061
553.458	3647.7964
553.811	2591.5907
554.163	2056.5095
554.516	1716.0916
554.868	1591.6965
555.22	1470.5781
555.572	1366.3289
555.925	1308.8037
556.277	1232.8317
556.629	1152.3693
556.981	1094.1159
557.333	1053.7027
557.685	995.2066
558.037	959.4051
558.389	936.5892
558.741	888.6516
559.092	841.8062
559.444	828.5778
559.796	804.9124
560.148	758.067
560.499	738.5279
560.851	747.2659
561.202	714.4984
561.554	701.6341
561.905	671.0511
562.257	659.7645
562.608	652.4828
562.959	636.3418
563.311	637.07
563.662	624.5698
564.013	634.7641
564.364	627.9679
564.715	629.1815
565.066	622.7494
565.417	618.0163
565.768	598.9626
566.119	571.8991
566.47	572.7486
566.821	575.0545
567.172	551.389
567.522	569.1078
567.873	556.0008
568.224	566.6805
568.574	562.1902
568.925	565.5883
569.275	559.6416
569.626	563.7679
569.976	547.8696
570.327	554.1803
570.677	566.1951
571.027	598.8412
571.377	595.5645
571.728	595.2004
572.078	582.8216
572.428	564.7388
572.778	579.9089
573.128	571.535
573.478	575.2972
573.828	548.5977
574.178	562.9183
574.528	577.239
574.877	560.9766
575.227	581.972
575.577	659.5218
575.926	707.9449
576.276	749.5717
576.626	672.6288
576.975	652.3615
577.325	663.1626
577.674	752.8485
578.023	823.1166
578.373	842.8984
578.722	819.8398
579.071	844.4761
579.421	939.3805
579.77	1583.4439
580.119	12340.4074
580.468	31689.9802
580.817	44193.4514
581.166	43593.1993
581.515	27989.4372
581.864	20451.0918
582.213	26097.6602
582.561	41102.2625
582.91	49746.4504
583.259	46644.0963
583.608	29159.7224
583.956	19793.3146
584.305	14077.5703
584.653	9806.3874
585.002	6640.3187
585.35	4255.4515
585.699	2379.6942
586.047	1383.5622
586.395	967.4149
586.744	803.092
587.092	688.4057
587.44	658.6723
587.788	625.7834
588.136	610.0065
588.484	591.8023
588.832	586.4624
589.18	572.2631
589.528	554.5444
589.876	552.9667
590.224	549.9327
590.571	530.5149
590.919	532.4567
591.267	520.6847
591.615	505.5145
591.962	492.893
592.31	507.0922
592.657	498.597
593.005	502.966
593.352	495.1988
593.699	493.2571
594.047	484.5191
594.394	468.7421
594.741	468.1353
595.088	458.9119
595.435	449.5671
595.783	440.9504
596.13	460.0041
596.477	433.6688
596.824	448.8389
597.17	433.3047
597.517	433.426
597.864	445.3194
598.211	435.8533
598.558	425.7803
598.904	436.9455
599.251	424.2026
599.598	429.057
599.944	452.8438
600.291	424.8094
600.637	433.3047
600.983	427.1153
601.33	422.5035
601.676	408.6684
602.022	421.7754
602.369	412.1878
602.715	419.2268
603.061	422.0181
603.407	425.4162
603.753	436.4601
604.099	409.2752
604.445	422.3822
604.791	414.4937
605.137	411.3383
605.483	409.7606
605.828	411.7024
606.174	422.1395
606.52	432.5765
606.866	448.2321
607.211	440.3436
607.557	435.4892
607.902	426.2657
608.248	420.4404
608.593	426.3871
608.938	423.1103
609.284	421.4113
609.629	434.8824
609.974	420.9258
610.319	415.1005
610.665	415.95
611.01	426.023
611.355	414.0083
611.7	420.4404
612.045	412.6733
612.39	390.8283
612.734	407.0907
613.079	409.882
613.424	396.4109
613.769	415.3432
614.113	411.3383
614.458	399.809
614.803	411.0956
615.147	397.5031
615.492	409.7606
615.836	420.319
616.18	427.2366
616.525	423.4744
616.869	402.3576
617.213	412.7946
617.558	409.6393
617.902	405.9984
618.246	413.2801
618.59	412.0665
618.934	406.3625
619.278	415.586
619.622	400.6585
619.966	386.2166
620.31	403.8139
620.654	405.3916
620.997	399.2022
621.341	393.3769
621.685	404.2994
622.028	389.9788
622.372	389.1292
622.715	381.9689
623.059	391.4351
623.402	393.6196
623.746	393.2555
624.089	389.1292
624.432	401.6294
624.776	391.7992
625.119	406.2411
625.462	399.4449
625.805	400.9013
626.148	393.8623
626.491	416.5568
626.834	419.4695
627.177	437.0669
627.52	422.0181
627.863	407.3334
628.206	389.1292
628.549	406.3625
628.891	400.9013
629.234	390.8283
629.577	388.7651
629.919	393.4982
630.262	386.3379
630.604	390.9496
630.947	385.003
631.289	381.3621
631.631	380.634
631.974	380.5126
632.316	367.4056
632.658	387.9156
633	376.3863
633.342	386.4593
633.684	375.6581
634.026	382.333
634.368	408.547
634.71	380.5126
635.052	380.1485
635.394	382.6971
635.736	379.1776
636.078	389.1292
636.419	391.7992
636.761	382.6971
637.103	383.0612
637.444	388.1583
637.786	383.5466
638.127	381.4835
638.468	374.2018
638.81	370.6823
639.151	376.9931
639.492	367.7697
639.834	373.8377
640.175	372.9882
640.516	379.5417
640.857	370.4396
641.198	379.6631
641.539	379.6631
641.88	399.9304
642.221	387.0661
642.562	378.3281
642.903	384.2748
643.244	361.9443
643.584	376.1436
643.925	379.9058
644.266	386.2166
644.606	381.9689
644.947	406.7266
645.287	382.0903
645.628	387.1875
645.968	391.071
646.308	391.9205
646.649	378.2067
646.989	371.1678
647.329	372.9882
647.669	381.8476
648.009	357.5753
648.35	381.2408
648.69	372.3814
649.03	386.702
649.369	385.9738
649.709	374.5659
650.049	366.7988
650.389	387.1875
650.729	373.595
651.068	352.8423
651.408	381.2408
651.748	366.9201
652.087	369.8328
652.427	375.5368
652.766	358.1821
653.106	366.3133
653.445	387.6729
653.784	388.4011
654.124	371.0464
654.463	376.3863
654.802	374.6873
655.141	364.2502
655.48	373.9591
655.819	380.7553
656.159	378.5708
656.497	370.561
656.836	382.5757
657.175	366.6774
657.514	366.4347
657.853	358.6676
658.192	363.7648
658.53	370.9251
658.869	369.9542
659.207	370.1969
659.546	385.367
659.885	370.1969
660.223	385.1243
660.561	368.2551
660.9	372.9882
661.238	355.8763
661.576	363.6434
661.915	358.0608
662.253	353.9345
662.591	367.4056
662.929	378.8135
