Input : Fractal1M5V_Light0_tif.tif-bin
Method : Radial
Parameters : cx241.654_cy300.423_coef1.00000_min1.00000_max359.000
Bounds : Range[7.0,359.0]

Dimension : 1.111
b : 2.64512

R2 : 0.981741
p-value : 0.00000
Confidence (95%): [1.088 - 1.133]
Bootstrap confidence : [1.044 - 1.166]

X	Y	Scaling behaviour	Estim
95.0000	2346.00	0.670463	2217.06
97.0000	2379.00	0.573326	2268.97
99.0000	2407.00	0.619310	2321.00
101.000	2437.00	0.623968	2373.15
103.000	2467.00	0.628514	2425.41
105.000	2497.00	0.674880	2477.78
107.000	2529.00	0.721121	2530.27
109.000	2563.00	0.809442	2582.86
111.000	2601.00	0.960547	2635.56
113.000	2646.00	1.19373	2688.37
115.000	2702.00	1.39967	2741.28
117.000	2768.00	1.47346	2794.29
119.000	2838.00	1.42065	2847.40
121.000	2906.00	1.39040	2900.61
123.000	2973.00	1.42248	2953.92
125.000	3042.00	1.33195	3007.32
127.000	3107.00	1.26452	3060.82
129.000	3169.00	1.25939	3114.42
131.000	3231.00	1.13410	3168.10
133.000	3287.00	1.23196	3221.88
135.000	3348.00	1.28759	3275.74
137.000	3412.00	1.28224	3329.70
139.000	3476.00	1.25732	3383.74
141.000	3539.00	1.35126	3437.87
143.000	3607.00	1.16816	3492.08
145.000	3666.00	0.988892	3546.38
147.000	3716.00	0.989040	3600.76
149.000	3766.00	0.989185	3655.22
151.000	3816.00	0.890970	3709.77
153.000	3861.00	0.892234	3764.39
155.000	3906.00	0.873724	3819.10
157.000	3950.00	0.914672	3873.88
159.000	3996.00	1.05407	3928.74
161.000	4049.00	1.21119	3983.67
163.000	4110.00	1.18841	4038.68
165.000	4170.00	1.36213	4093.77
167.000	4239.00	1.39527	4148.93
169.000	4310.00	1.35000	4204.16
171.000	4379.00	1.49906	4259.47
173.000	4456.00	1.39449	4314.85
175.000	4528.00	1.35000	4370.30
177.000	4598.00	1.38284	4425.82
179.000	4670.00	1.45286	4481.41
181.000	4746.00	1.42679	4537.06
183.000	4821.00	1.32620	4592.79
185.000	4891.00	1.13392	4648.58
187.000	4951.00	1.15106	4704.45
189.000	5012.00	1.07430	4760.37
191.000	5069.00	1.03601	4816.36
193.000	5124.00	0.904427	4872.42
195.000	5172.00	0.848973	4928.54
197.000	5217.00	0.869082	4984.73
199.000	5263.00	0.662813	5040.98
201.000	5298.00	0.665033	5097.29
203.000	5333.00	0.705220	5153.67
205.000	5370.00	0.650081	5210.10
207.000	5404.00	0.709633	5266.60
209.000	5441.00	0.711601	5323.16
211.000	5478.00	0.790395	5379.77
213.000	5519.00	0.830429	5436.45
215.000	5562.00	0.889524	5493.19
217.000	5608.00	0.928976	5549.98
219.000	5656.00	0.910290	5606.83
221.000	5703.00	0.717816	5663.74
223.000	5740.00	0.758397	5720.71
225.000	5779.00	0.876496	5777.74
227.000	5824.00	0.877447	5834.82
229.000	5869.00	0.878383	5891.95
231.000	5914.00	0.898769	5949.14
233.000	5960.00	0.880066	6006.39
235.000	6005.00	0.997927	6063.69
237.000	6056.00	1.09533	6121.05
239.000	6112.00	1.09446	6178.46
241.000	6168.00	1.03527	6235.92
243.000	6221.00	0.957169	6293.43
245.000	6270.00	0.899093	6351.00
247.000	6316.00	0.958284	6408.62
249.000	6365.00	1.01706	6466.29
251.000	6417.00	1.03639	6524.01
253.000	6470.00	0.977675	6581.79
255.000	6520.00	0.938875	6639.61
257.000	6568.00	0.919820	6697.49
259.000	6615.00	0.900873	6755.41
261.000	6661.00	0.979659	6813.38
263.000	6711.00	0.979810	6871.41
265.000	6761.00	1.03853	6929.48
267.000	6814.00	0.999196	6987.60
269.000	6865.00	1.05775	7045.77
271.000	6919.00	0.998776	7103.99
273.000	6970.00	0.959754	7162.25
275.000	7019.00	0.881914	7220.57
277.000	7064.00	0.804431	7278.93
279.000	7105.00	0.785964	7337.33
281.000	7145.00	0.767533	7395.78
283.000	7184.00	0.749131	7454.28
285.000	7222.00	0.750447	7512.83
287.000	7260.00	0.732018	7571.42
289.000	7297.00	0.713601	7630.05
291.000	7333.00	0.774429	7688.73
293.000	7372.00	0.835113	7747.46
295.000	7414.00	0.875739	7806.23
297.000	7458.00	0.836742	7865.04
299.000	7500.00	0.817764	7923.90
301.000	7541.00	0.858578	7982.80
303.000	7584.00	0.899230	8041.75
305.000	7629.00	0.919759	8100.74
307.000	7675.00	0.900292	8159.77
309.000	7720.00	0.781057	8218.84
311.000	7759.00	0.722128	8277.96
313.000	7795.00	0.703359	8337.11
315.000	7830.00	0.684592	8396.31
317.000	7864.00	0.685952	8455.56
319.000	7898.00	0.606595	8514.84
321.000	7928.00	0.527136	8574.16
323.000	7954.00	0.569276	8633.53
325.000	7982.00	0.550433	8692.94
327.000	8009.00	0.551946	8752.38
329.000	8036.00	0.594372	8811.87
331.000	8065.00	0.636841	8871.40
333.000	8096.00	0.658776	8930.96
335.000	8128.00	0.680704	8990.57
337.000	8161.00	0.661366	9050.22
339.000	8193.00	0.683354	9109.90
341.000	8226.00	0.767420	9169.63
343.000	8263.00	0.727008	9229.39
345.000	8298.00	0.728157	9289.19
347.000	8333.00	0.770879	9349.03
349.000	8370.00	0.751072	9408.91
351.000	8406.00	0.689581	9468.83
353.000	8439.00	0.711683	9528.78
355.000	8473.00	0.796514	9588.78
357.000	8511.00	0.860223	9648.81
359.000	8552.00	NaN	9708.87
